,CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason
1847,4745-LSPLO,1,0,0,San Diego,92111,"32.805518, -117.169052",32.805518,-117.169052,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,1,1,20.5,20.5,1,1,84,3731,Attitude of support person
1848,8083-YTZES,1,0,0,San Diego,92113,"32.697098, -117.116587",32.697098,-117.116587,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,74.35,265.35,1,1,73,3622,Attitude of support person
1849,7240-FQLHE,1,0,0,San Diego,92114,"32.707892, -117.05512",32.707892,-117.05512,1,1,1,0,18,0,1,0,0,0,0,1,1,1,0,1,2,99.75,1836.25,1,1,68,5857,Attitude of support person
1850,6664-FPDAC,1,0,0,San Diego,92115,"32.762506, -117.07245",32.762506,-117.07245,1,1,0,0,56,0,1,0,0,1,1,1,1,1,2,0,0,111.95,6418.9,1,1,91,4060,Attitude of service provider
1851,0786-VSSUD,1,0,0,San Diego,92123,"32.808814, -117.134694",32.808814,-117.134694,0,1,0,0,16,1,2,1,0,1,0,0,1,0,0,0,1,39.0,679.85,1,1,92,5692,Attitude of service provider
1852,3976-BWUCK,1,0,0,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542,1,0,1,0,30,0,1,0,0,1,0,1,1,0,0,0,3,94.1,2804.45,1,1,94,5255,Attitude of service provider
1853,3585-ISXZP,1,0,0,Indio,92201,"33.713891, -116.237257",33.713891,-116.237257,1,0,0,0,8,0,1,0,0,0,0,0,1,1,0,1,2,95.65,778.1,1,1,95,5335,Attitude of support person
1854,6583-QGCSI,1,0,0,Indian Wells,92210,"33.537646, -116.291089",33.537646,-116.291089,1,1,1,0,50,0,1,0,0,1,0,0,1,0,0,0,0,88.05,4367.35,1,1,87,5813,Competitor made better offer
1855,4174-LPGTI,1,0,0,Beaumont,92223,"33.946982, -116.977672",33.946982,-116.977672,1,0,1,0,41,0,0,1,0,1,0,1,0,1,2,0,2,66.5,2728.6,1,1,65,2517,Moved
1856,2108-XWMPY,1,0,0,Cabazon,92230,"33.929812, -116.76058",33.929812,-116.76058,0,0,0,0,3,1,2,1,1,1,0,0,0,0,0,0,1,35.45,106.85,1,1,70,2095,Moved
1857,6304-IJFSQ,1,0,0,Calipatria,92233,"33.143826, -115.497485",33.143826,-115.497485,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,49.9,130.1,1,1,73,5585,Moved
1858,0093-XWZFY,1,0,0,Desert Hot Springs,92241,"33.832799, -116.250973",33.832799,-116.250973,0,0,0,0,40,0,1,0,0,1,1,0,1,1,0,0,3,104.5,4036.85,1,1,93,2832,Competitor had better devices
1859,1980-KXVPM,1,0,0,El Centro,92243,"32.770393, -115.60915",32.770393,-115.60915,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,75.05,256.25,1,1,83,3553,Competitor offered higher download speeds
1860,7703-ZEKEF,1,0,0,Heber,92249,"32.730583, -115.501083",32.730583,-115.501083,0,0,0,0,23,0,1,0,0,0,1,0,0,0,0,0,0,81.0,1917.1,1,1,78,5701,Competitor offered more data
1861,0723-DRCLG,1,0,0,Holtville,92250,"32.811001, -115.152865",32.811001,-115.152865,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,74.45,74.45,1,1,94,2394,Competitor made better offer
1862,5482-NUPNA,1,0,0,Imperial,92251,"32.858595, -115.662709",32.858595,-115.662709,1,0,0,0,4,0,0,1,1,1,0,1,0,0,0,0,1,60.4,272.15,1,1,90,5730,Competitor had better devices
1863,1122-JWTJW,1,0,0,Ocotillo,92259,"32.698964, -115.886656",32.698964,-115.886656,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,70.65,70.65,1,1,82,3463,Competitor had better devices
1864,1699-HPSBG,1,0,0,Palm Springs,92264,"33.745746, -116.514215",33.745746,-116.514215,0,0,0,0,12,0,0,1,0,0,0,1,1,0,2,0,0,59.8,727.8,1,1,69,4581,Competitor offered higher download speeds
1865,8775-CEBBJ,1,0,0,Seeley,92273,"32.790282, -115.689559",32.790282,-115.689559,1,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,2,44.2,403.35,1,1,87,2029,Competitor offered higher download speeds
1866,6894-LFHLY,1,0,0,Vidal,92280,"34.264124, -114.717964",34.264124,-114.717964,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,75.75,75.75,1,1,97,5571,Competitor offered higher download speeds
1867,0639-TSIQW,1,0,0,White Water,92282,"33.972293, -116.654195",33.972293,-116.654195,1,0,0,0,67,0,1,0,1,1,1,0,1,0,0,0,3,102.95,6886.25,1,1,70,5620,Competitor offered more data
1868,8361-LTMKD,1,0,0,Apple Valley,92307,"34.55082, -117.122396",34.55082,-117.122396,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,1,74.4,306.6,1,1,77,5839,Competitor offered more data
1869,7590-VHVEG,1,0,0,Los Angeles,90001,"33.973616, -118.24902",33.973616,-118.24902,1,0,1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,29.85,29.85,0,0,27,3964,
1870,5575-GNVDE,1,0,0,Los Angeles,90002,"33.949255, -118.246978",33.949255,-118.246978,0,0,0,0,34,0,0,1,1,0,1,0,0,0,2,1,1,56.95,1889.5,0,0,61,3441,
1871,7795-CFOCW,1,0,0,Los Angeles,90004,"34.076259, -118.310715",34.076259,-118.310715,0,0,0,0,45,1,2,1,1,0,1,1,0,0,2,1,2,42.3,1840.75,0,0,66,4307,
1872,1452-KIOVK,1,0,0,Los Angeles,90007,"34.027337, -118.28515",34.027337,-118.28515,0,0,0,1,22,0,1,0,0,1,0,0,1,0,0,0,3,89.1,1949.4,0,0,43,4459,
1873,6713-OKOMC,1,0,0,Los Angeles,90008,"34.008293, -118.346766",34.008293,-118.346766,1,0,0,0,10,1,2,1,1,0,0,0,0,0,0,1,1,29.75,301.9,0,0,51,2013,
1874,6388-TABGU,1,0,0,Los Angeles,90011,"34.00709, -118.258681",34.00709,-118.258681,0,0,0,0,62,0,0,1,1,1,0,0,0,0,2,1,2,56.15,3487.95,0,0,58,4529,
1875,9763-GRSKD,1,0,0,Los Angeles,90012,"34.065875, -118.238728",34.065875,-118.238728,0,0,1,1,13,0,0,1,1,0,0,0,0,0,0,0,1,49.95,587.45,0,0,76,5764,
1876,7469-LKBCI,1,0,0,Los Angeles,90013,"34.044639, -118.240413",34.044639,-118.240413,0,0,0,0,16,0,0,2,2,2,2,2,2,2,1,1,3,18.95,326.8,0,0,39,4726,
1877,8091-TTVAX,1,0,0,Los Angeles,90014,"34.043144, -118.251977",34.043144,-118.251977,0,0,1,0,58,0,1,0,0,0,1,0,1,1,2,1,3,100.35,5681.1,0,0,71,6432,
1878,5129-JLPIS,1,0,0,Los Angeles,90016,"34.028331, -118.354338",34.028331,-118.354338,0,0,0,0,25,0,0,0,1,0,1,1,1,1,0,0,0,105.5,2686.05,0,0,75,5822,
1879,3655-SNQYZ,1,0,0,Los Angeles,90017,"34.052842, -118.264495",34.052842,-118.264495,1,0,1,0,69,0,1,0,1,1,1,1,1,1,1,1,3,113.25,7895.15,0,0,43,5141,
1880,8191-XWSZG,1,0,0,Los Angeles,90018,"34.028735, -118.317236",34.028735,-118.317236,1,0,0,0,52,0,0,2,2,2,2,2,2,2,2,1,1,20.65,1022.95,0,0,35,5186,
1881,9959-WOFKT,1,0,0,Los Angeles,90019,"34.049841, -118.33846",34.049841,-118.33846,0,0,0,0,71,0,1,0,1,0,1,0,1,1,1,1,2,106.7,7382.25,0,0,73,4479,
1882,4183-MYFRB,1,0,0,Los Angeles,90021,"34.029043, -118.239504",34.029043,-118.239504,1,0,0,0,21,0,0,0,0,1,1,0,0,1,0,0,0,90.05,1862.9,0,0,57,5982,
1883,1680-VDCWW,1,0,0,Los Angeles,90023,"34.017697, -118.200577",34.017697,-118.200577,0,0,1,0,12,0,0,2,2,2,2,2,2,2,2,1,2,19.8,202.25,0,0,77,5279,
1884,3638-WEABW,1,0,0,Los Angeles,90025,"34.046174, -118.446333",34.046174,-118.446333,1,0,1,0,58,0,1,1,0,1,0,1,0,0,1,0,3,59.9,3505.1,0,0,53,6407,
1885,6322-HRPFA,1,0,0,Los Angeles,90026,"34.078991, -118.263804",34.078991,-118.263804,0,0,1,1,49,0,0,1,1,1,0,1,0,0,0,1,3,59.6,2970.3,0,0,79,4986,
1886,6865-JZNKO,1,0,0,Los Angeles,90027,"34.127194, -118.295647",34.127194,-118.295647,1,0,0,0,30,0,0,1,1,1,0,0,0,0,0,0,2,55.3,1530.6,0,0,65,2725,
1887,5248-YGIJN,1,0,0,Los Angeles,90031,"34.085807, -118.206617",34.085807,-118.206617,0,0,1,0,72,0,1,1,1,1,1,1,1,1,1,0,3,90.25,6369.45,0,0,21,5974,
1888,3841-NFECX,1,0,0,Los Angeles,90033,"34.050198, -118.210946",34.050198,-118.210946,1,1,1,0,71,0,1,0,1,1,1,1,0,0,1,0,3,96.35,6766.95,0,0,38,5309,
1889,4929-XIHVW,1,0,0,Los Angeles,90034,"34.030578, -118.399613",34.030578,-118.399613,0,1,1,0,2,0,0,0,0,0,1,0,1,1,0,0,3,95.5,181.65,0,0,69,4449,
1890,6827-IEAUQ,1,0,0,Los Angeles,90035,"34.051809, -118.383843",34.051809,-118.383843,1,0,1,0,27,0,0,1,1,1,1,1,0,0,2,1,1,66.15,1874.45,0,0,66,3213,
1891,7310-EGVHZ,1,0,0,Los Angeles,90036,"34.070291, -118.349191",34.070291,-118.349191,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,1,2,20.2,20.2,0,0,77,5526,
1892,3413-BMNZE,1,0,0,Los Angeles,90037,"34.002642, -118.287596",34.002642,-118.287596,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,45.25,45.25,0,0,40,3144,
1893,6234-RAAPL,1,0,0,Los Angeles,90038,"34.088017, -118.327168",34.088017,-118.327168,1,0,1,0,72,0,1,0,1,1,0,1,1,0,1,1,2,99.9,7251.7,0,0,79,5915,
1894,6572-ADKRS,1,0,0,Los Angeles,90040,"33.994524, -118.149953",33.994524,-118.149953,1,0,0,0,46,0,0,0,0,0,1,0,0,0,0,0,3,74.8,3548.3,0,0,41,3395,
1895,8865-TNMNX,1,0,0,Los Angeles,90043,"33.988543, -118.334081",33.988543,-118.334081,0,0,1,0,10,0,0,1,0,1,0,0,0,0,2,1,1,49.55,475.7,0,0,22,2392,
1896,9489-DEDVP,1,0,0,Los Angeles,90044,"33.952714, -118.292061",33.952714,-118.292061,1,0,1,0,70,0,1,1,1,1,0,0,1,0,1,0,3,69.2,4872.35,0,0,25,4715,
1897,9867-JCZSP,1,0,0,Los Angeles,90045,"33.954017, -118.402447",33.954017,-118.402447,1,0,1,0,17,0,0,2,2,2,2,2,2,2,2,1,1,20.75,418.25,0,0,64,3646,
1898,4671-VJLCL,1,0,0,Los Angeles,90046,"34.108455, -118.362081",34.108455,-118.362081,1,0,0,0,63,0,1,1,1,1,1,1,1,0,1,0,3,79.85,4861.45,0,0,70,4595,
1899,4080-IIARD,1,0,0,Los Angeles,90047,"33.958149, -118.308441",33.958149,-118.308441,1,0,1,0,13,0,1,1,1,1,0,1,1,0,0,0,0,76.2,981.45,0,0,41,2569,
1900,3714-NTNFO,1,0,0,Los Angeles,90048,"34.072945, -118.37267",34.072945,-118.37267,1,0,0,0,49,0,1,0,0,0,0,0,0,1,0,0,0,84.5,3906.7,0,0,71,6434,
1901,5948-UJZLF,1,0,0,Los Angeles,90049,"34.091829, -118.491244",34.091829,-118.491244,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,49.25,97.0,0,0,57,3805,
1902,7639-LIAYI,1,0,0,Los Angeles,90057,"34.061918, -118.277939",34.061918,-118.277939,0,0,0,0,52,0,1,1,1,0,0,1,1,1,1,0,3,79.75,4217.8,0,0,49,4142,
1903,2954-PIBKO,1,0,0,Los Angeles,90058,"34.001617, -118.222274",34.001617,-118.222274,1,0,1,0,69,0,1,1,1,0,1,1,0,0,1,0,3,64.15,4254.1,0,0,62,5128,
1904,8012-SOUDQ,1,0,0,Los Angeles,90059,"33.927254, -118.249826",33.927254,-118.249826,1,1,0,0,43,0,1,0,0,1,0,0,1,0,0,0,0,90.25,3838.75,0,0,52,2223,
1905,6575-SUVOI,1,0,0,Los Angeles,90062,"34.003553, -118.308933",34.003553,-118.308933,1,1,1,0,25,0,1,1,1,0,0,1,1,0,0,0,3,69.5,1752.65,0,0,25,3154,
1906,4667-QONEA,1,0,0,Los Angeles,90064,"34.037251, -118.423573",34.037251,-118.423573,1,1,1,0,60,0,0,1,1,1,1,1,0,1,2,0,3,74.85,4456.35,0,0,59,5153,
1907,8769-KKTPH,1,0,0,Los Angeles,90066,"34.002028, -118.430656",34.002028,-118.430656,1,0,1,0,63,0,1,0,1,0,0,0,1,1,2,0,3,99.65,6311.2,0,0,79,4572,
1908,5067-XJQFU,1,0,0,Los Angeles,90067,"34.057496, -118.413959",34.057496,-118.413959,0,1,1,0,66,0,1,0,0,1,1,1,1,1,2,0,0,108.45,7076.35,0,0,74,4582,
1909,3957-SQXML,1,0,0,Los Angeles,90068,"34.137411, -118.328915",34.137411,-118.328915,1,0,1,0,34,0,1,2,2,2,2,2,2,2,1,1,3,24.95,894.3,0,0,62,5408,
1910,5954-BDFSG,1,0,0,West Hollywood,90069,"34.093781, -118.381061",34.093781,-118.381061,1,0,0,0,72,0,1,0,0,0,1,1,1,1,1,0,3,107.5,7853.7,0,0,53,4708,
1911,0434-CSFON,1,0,0,Los Angeles,90071,"34.052917, -118.255178",34.052917,-118.255178,1,0,1,0,47,0,1,0,0,0,1,0,1,1,0,0,0,100.5,4707.1,0,0,70,4488,
1912,1215-FIGMP,1,0,0,Los Angeles,90077,"34.102084, -118.451629",34.102084,-118.451629,0,0,0,0,60,0,1,0,0,1,0,0,1,0,0,0,2,89.9,5450.7,0,0,35,6292,
1913,0526-SXDJP,1,0,0,Bell,90201,"33.970343, -118.171368",33.970343,-118.171368,0,0,1,0,72,1,2,1,1,1,1,0,0,0,1,1,2,42.1,2962.0,0,0,29,6091,
1914,0557-ASKVU,1,0,0,Beverly Hills,90210,"34.099891, -118.414338",34.099891,-118.414338,1,0,1,0,18,0,0,1,0,0,1,1,0,0,2,0,3,54.4,957.1,0,0,33,4948,
1915,5122-CYFXA,1,0,0,Beverly Hills,90212,"34.062095, -118.401508",34.062095,-118.401508,1,0,0,0,3,0,0,1,0,1,0,1,1,1,0,0,0,75.3,244.1,0,0,35,5387,
1916,8627-ZYGSZ,1,0,0,Compton,90220,"33.88151, -118.234451",33.88151,-118.234451,0,0,1,0,47,0,1,0,0,1,0,0,0,0,2,0,0,78.9,3650.35,0,0,61,3817,
1917,3410-YOQBQ,1,0,0,Compton,90221,"33.885811, -118.206459",33.885811,-118.206459,1,0,0,0,31,0,0,1,0,1,1,1,1,1,1,1,1,79.2,2497.2,0,0,78,4984,
1918,3170-NMYVV,1,0,0,Compton,90222,"33.912246, -118.236773",33.912246,-118.236773,1,0,1,0,50,0,0,2,2,2,2,2,2,2,1,1,2,20.15,930.9,0,0,20,5849,
1919,7410-OIEDU,1,0,0,Culver City,90230,"33.993991, -118.39704",33.993991,-118.39704,0,0,0,0,10,0,0,0,1,0,1,0,0,0,0,0,1,79.85,887.35,0,0,38,5983,
1920,2273-QCKXA,1,0,0,Culver City,90232,"34.019323, -118.391902",34.019323,-118.391902,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,49.05,49.05,0,0,30,3178,
1921,0731-EBJQB,1,0,0,Downey,90240,"33.956228, -118.120993",33.956228,-118.120993,1,0,1,0,52,0,0,2,2,2,2,2,2,2,2,0,0,20.4,1090.65,0,0,26,5482,
1922,1891-QRQSA,1,0,0,Downey,90241,"33.940884, -118.128628",33.940884,-118.128628,0,1,1,0,64,0,1,0,1,0,1,1,1,1,1,0,2,111.6,7099.0,0,0,69,4881,
1923,8028-PNXHQ,1,0,0,Downey,90242,"33.921793, -118.140588",33.921793,-118.140588,0,0,1,0,62,0,1,2,2,2,2,2,2,2,1,0,2,24.25,1424.6,0,0,33,4444,
1924,5630-AHZIL,1,0,0,El Segundo,90245,"33.917145, -118.401554",33.917145,-118.401554,1,0,0,1,3,0,0,1,1,0,0,1,0,1,0,0,2,64.5,177.4,0,0,54,5613,
1925,2673-CXQEU,1,0,0,Gardena,90247,"33.890853, -118.297967",33.890853,-118.297967,1,1,0,0,56,0,1,0,1,1,1,0,1,1,2,1,0,110.5,6139.5,0,0,21,4463,
1926,6416-JNVRK,1,0,0,Gardena,90248,"33.876482, -118.284077",33.876482,-118.284077,1,0,0,0,46,0,0,1,0,0,0,0,0,1,2,1,3,55.65,2688.85,0,0,56,2867,
1927,5590-ZSKRV,1,0,0,Gardena,90249,"33.90139, -118.315697",33.90139,-118.315697,1,0,1,1,8,0,0,1,1,1,0,0,0,0,0,1,1,54.65,482.25,0,0,43,5614,
1928,0191-ZHSKZ,1,0,0,Hawthorne,90250,"33.914775, -118.348083",33.914775,-118.348083,0,1,0,0,30,0,0,1,1,1,0,0,1,1,0,0,0,74.75,2111.3,0,0,55,3033,
1929,3887-PBQAO,1,0,0,Hermosa Beach,90254,"33.86532, -118.396336",33.86532,-118.396336,1,0,1,0,45,0,1,2,2,2,2,2,2,2,2,0,3,25.9,1216.6,0,0,78,5741,
1930,8108-UXRQN,1,0,0,Lawndale,90260,"33.88856, -118.351813",33.88856,-118.351813,1,0,1,1,11,1,2,1,1,0,0,0,1,1,0,1,0,50.55,565.35,0,0,28,3443,
1931,9919-YLNNG,1,0,0,Malibu,90263,"34.037037, -118.705803",34.037037,-118.705803,1,0,0,0,42,0,0,0,0,1,1,1,1,1,0,0,2,103.8,4327.5,0,0,37,4005,
1932,0318-ZOPWS,1,0,0,Malibu,90265,"34.074572, -118.831181",34.074572,-118.831181,1,0,1,0,49,0,0,2,2,2,2,2,2,2,1,0,2,20.15,973.35,0,0,37,5422,
1933,4445-ZJNMU,1,0,0,Manhattan Beach,90266,"33.889632, -118.39737",33.889632,-118.39737,0,0,0,0,9,0,1,0,0,1,0,0,1,1,0,0,3,99.3,918.75,0,0,69,3540,
1934,4808-YNLEU,1,0,0,Maywood,90270,"33.988572, -118.186565",33.988572,-118.186565,1,0,1,0,35,0,0,1,1,0,0,0,1,0,2,0,2,62.15,2215.45,0,0,39,5255,
1935,1862-QRWPE,1,0,0,Pacific Palisades,90272,"34.079449, -118.548306",34.079449,-118.548306,1,0,1,0,48,0,0,2,2,2,2,2,2,2,1,1,2,20.65,1057.0,0,0,25,4124,
1936,2796-NNUFI,1,0,0,Palos Verdes Peninsula,90274,"33.788208, -118.404955",33.788208,-118.404955,1,0,1,0,46,0,0,2,2,2,2,2,2,2,1,0,1,19.95,927.1,0,0,80,5480,
1937,3016-KSVCP,1,0,0,Rancho Palos Verdes,90275,"33.753146, -118.367459",33.753146,-118.367459,0,0,1,0,29,1,2,1,0,0,0,0,1,0,0,1,1,33.75,1009.25,0,0,62,3664,
1938,4767-HZZHQ,1,0,0,Redondo Beach,90277,"33.830453, -118.384565",33.830453,-118.384565,0,0,1,1,30,0,0,0,0,1,1,0,0,0,0,1,2,82.05,2570.2,0,0,9,5036,
1939,2424-WVHPL,1,0,0,Redondo Beach,90278,"33.873395, -118.37019",33.873395,-118.37019,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,74.7,74.7,0,0,60,4182,
1940,7233-PAHHL,1,0,0,South Gate,90280,"33.944624, -118.192615",33.944624,-118.192615,0,0,1,0,66,0,1,1,1,0,1,1,1,1,1,0,1,84.0,5714.25,0,0,24,5825,
1941,6067-NGCEU,1,0,0,Topanga,90290,"34.115192, -118.61017",34.115192,-118.61017,1,0,0,0,65,0,1,0,1,1,1,0,1,1,0,0,3,111.05,7107.0,0,0,38,5261,
1942,9848-JQJTX,1,0,0,Venice,90291,"33.991782, -118.479229",33.991782,-118.479229,0,0,0,0,72,0,1,0,0,1,1,0,1,1,1,0,2,100.9,7459.05,0,0,54,5781,
1943,9803-FTJCG,1,0,0,Playa Del Rey,90293,"33.947305, -118.439841",33.947305,-118.439841,0,0,1,0,71,0,1,1,1,1,0,1,0,0,2,0,3,66.85,4748.7,0,0,26,4117,
1944,3212-KXOCR,1,0,0,Inglewood,90302,"33.975332, -118.355252",33.975332,-118.355252,0,0,0,0,52,0,0,2,2,2,2,2,2,2,1,1,2,21.0,1107.2,0,0,66,4158,
1945,6380-ARCEH,1,0,0,Inglewood,90304,"33.936827, -118.359824",33.936827,-118.359824,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,1,1,20.2,20.2,0,0,77,2710,
1946,3679-XASPY,1,0,0,Inglewood,90305,"33.958134, -118.330905",33.958134,-118.330905,1,0,1,1,1,0,0,2,2,2,2,2,2,2,0,1,0,19.45,19.45,0,0,26,5612,
1947,7123-WQUHX,1,0,0,Santa Monica,90401,"34.015481, -118.493231",34.015481,-118.493231,0,0,0,0,38,0,1,0,0,0,1,1,1,0,2,1,2,95.0,3605.6,0,0,63,4741,
1948,5386-THSLQ,1,0,0,Santa Monica,90402,"34.035849, -118.503508",34.035849,-118.503508,1,1,1,0,66,1,2,1,0,1,1,0,1,0,2,1,2,45.55,3027.25,0,0,28,6238,
1949,6180-YBIQI,1,0,0,Santa Monica,90404,"34.026334, -118.474222",34.026334,-118.474222,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,1,1,24.3,100.2,0,0,61,4015,
1950,6728-DKUCO,1,0,0,Santa Monica,90405,"34.005439, -118.477507",34.005439,-118.477507,1,0,1,0,72,0,1,0,1,1,0,0,1,1,2,0,0,104.15,7303.05,0,0,21,4594,
1951,9750-BOOHV,1,0,0,Torrance,90501,"33.833699, -118.314387",33.833699,-118.314387,1,0,0,0,32,1,2,1,1,0,0,0,0,0,2,1,1,30.15,927.65,0,0,60,3585,
1952,8597-CWYHH,1,0,0,Torrance,90502,"33.833181, -118.292062",33.833181,-118.292062,0,0,0,0,43,0,1,0,0,0,0,0,1,1,2,1,1,94.35,3921.3,0,0,53,5845,
1953,2848-YXSMW,1,0,0,Torrance,90503,"33.840399, -118.353714",33.840399,-118.353714,0,0,1,0,72,0,0,2,2,2,2,2,2,2,1,1,3,19.4,1363.25,0,0,23,5234,
1954,4549-ZDQYY,1,0,0,Torrance,90505,"33.807882, -118.347957",33.807882,-118.347957,1,0,0,0,52,0,0,1,1,0,1,1,0,0,2,1,3,57.95,3042.25,0,0,28,6078,
1955,5712-AHQNN,1,0,0,Whittier,90601,"34.007353, -118.033683",34.007353,-118.033683,1,0,0,0,43,0,0,0,0,1,1,0,1,0,0,0,0,91.65,3954.1,0,0,65,3826,
1956,5256-SKJGO,1,0,0,Whittier,90603,"33.945318, -117.992066",33.945318,-117.992066,1,0,1,0,64,1,2,1,0,1,0,1,1,1,1,0,0,54.6,3423.5,0,0,35,4850,
1957,3071-VBYPO,1,0,0,Whittier,90604,"33.929704, -118.01208",33.929704,-118.01208,0,0,1,1,3,0,0,0,1,1,0,0,1,0,0,1,0,89.85,248.4,0,0,22,4648,
1958,9560-BBZXK,1,0,0,Whittier,90605,"33.960891, -118.032222",33.960891,-118.032222,1,0,0,0,36,1,2,1,1,0,0,0,0,0,1,1,2,31.05,1126.35,0,0,54,4871,
1959,8402-OOOHJ,1,0,0,Buena Park,90620,"33.845706, -118.012204",33.845706,-118.012204,1,0,0,0,41,0,0,2,2,2,2,2,2,2,1,1,1,20.65,835.15,0,0,59,5918,
1960,9445-ZUEQE,1,0,0,Buena Park,90621,"33.874224, -117.993368",33.874224,-117.993368,0,0,1,1,27,0,1,0,0,1,0,1,0,0,0,0,3,85.2,2151.6,0,0,28,3796,
1961,1091-SOZGA,1,0,0,La Palma,90623,"33.850504, -118.039892",33.850504,-118.039892,1,0,1,0,56,0,1,0,0,0,1,0,1,1,2,0,3,99.8,5515.45,0,0,43,4606,
1962,2928-HLDBA,1,0,0,Cypress,90630,"33.818477, -118.038307",33.818477,-118.038307,1,0,0,0,6,0,0,2,2,2,2,2,2,2,0,1,1,20.7,112.75,0,0,47,5346,
1963,6497-TILVL,1,0,0,La Mirada,90638,"33.902045, -118.008961",33.902045,-118.008961,1,0,1,1,7,0,0,1,1,0,0,0,0,0,0,1,1,50.7,350.35,0,0,59,3097,
1964,7219-TLZHO,1,0,0,Montebello,90640,"34.015217, -118.109962",34.015217,-118.109962,1,0,1,1,4,0,0,2,2,2,2,2,2,2,0,1,1,20.85,62.9,0,0,76,3172,
1965,4622-YNKIJ,1,0,0,Norwalk,90650,"33.905963, -118.08263",33.905963,-118.08263,0,0,0,0,33,0,0,0,1,0,0,1,1,0,1,0,0,88.95,3027.65,0,0,32,5087,
1966,6734-PSBAW,1,0,0,Santa Fe Springs,90670,"33.933565, -118.062611",33.933565,-118.062611,0,0,1,0,72,0,1,2,2,2,2,2,2,2,1,0,2,23.55,1723.95,0,0,59,5901,
1967,3930-ZGWVE,1,0,0,Stanton,90680,"33.801869, -117.995068",33.801869,-117.995068,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,1,1,19.75,19.75,0,0,68,2484,
1968,2639-UGMAZ,1,0,0,Artesia,90701,"33.867593, -118.080637",33.867593,-118.080637,0,1,0,0,71,1,2,1,1,1,0,0,1,1,2,0,0,56.45,3985.35,0,0,68,5372,
1969,2876-GZYZC,1,0,0,Cerritos,90703,"33.8681, -118.067402",33.8681,-118.067402,1,0,0,0,13,0,1,0,0,0,0,0,0,1,0,0,0,85.95,1215.65,0,0,58,5886,
1970,8587-XYZSF,1,0,0,Bellflower,90706,"33.887676, -118.127289",33.887676,-118.127289,0,0,0,0,67,0,0,1,0,0,0,1,0,0,1,1,2,50.55,3260.1,0,0,63,6064,
1971,7799-LGRDP,1,0,0,Lakewood,90713,"33.847755, -118.112532",33.847755,-118.112532,1,0,0,0,43,0,1,2,2,2,2,2,2,2,1,0,3,25.7,1188.2,0,0,79,2017,
1972,7850-VWJUU,1,0,0,Lakewood,90715,"33.841027, -118.078097",33.841027,-118.078097,1,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,2,75.0,1778.5,0,0,29,2221,
1973,3774-VBNXY,1,0,0,Hawaiian Gardens,90716,"33.830431, -118.074071",33.830431,-118.074071,1,0,1,0,64,0,0,2,2,2,2,2,2,2,1,1,1,20.2,1277.75,0,0,51,4557,
1974,6217-KDYWC,1,0,0,Lomita,90717,"33.794209, -118.317354",33.794209,-118.317354,0,0,0,0,57,0,0,2,2,2,2,2,2,2,1,0,1,19.6,1170.55,0,0,40,4393,
1975,3146-MSEGF,1,0,0,Paramount,90723,"33.897122, -118.164432",33.897122,-118.164432,1,1,1,0,72,0,1,1,1,1,1,1,1,1,1,0,3,88.05,6425.65,0,0,8,6102,
1976,1095-WGNGG,1,0,0,San Pedro,90732,"33.744119, -118.31448",33.744119,-118.31448,1,0,1,0,61,0,1,0,0,1,0,0,1,1,1,0,2,101.05,5971.25,0,0,60,6311,
1977,2636-SJDOU,1,0,0,Seal Beach,90740,"33.75462, -118.071128",33.75462,-118.071128,0,0,0,0,64,0,1,0,1,1,0,0,0,0,2,0,3,84.3,5289.05,0,0,53,5044,
1978,1131-QQZEB,1,0,0,Sunset Beach,90742,"33.719221, -118.073596",33.719221,-118.073596,0,1,1,0,71,0,1,2,2,2,2,2,2,2,1,1,2,23.95,1756.2,0,0,52,4329,
